0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1.0,0.8899241559713729,0.36725510718913756,0.7919650033813601,0.3568450435211309,0.32406887907538745,0.3620586551456543,0.1309433337490486,0.13485849434743222,0.3543671559196059,0.34257734790915445,0.7462343462349131,0.3452756055936368,0.6528307825219585,0.6412420817679763,0.13309260812073606,0.3244502167667522,0.6481251879427908,0.6518887210132878,0.3198665855538486
0.8899241559713729,1.0,0.3623354958437466,0.8899241559713726,0.363598325525351,0.3381660877664219,0.36434889469288845,0.13207156553157084,0.13466340584122796,0.3608090581205563,0.3446672318856517,0.7585550273028535,0.33255987912647056,0.664032390537997,0.6294149167521891,0.1328055267765114,0.32669205819046176,0.5931842691988833,0.5835770945220361,0.3314261436867452
0.36725510718913756,0.3623354958437466,1.0,0.35287784404581063,0.1323022672327452,0.1249136913105285,0.13370120023087112,0.048477403276604755,0.3639797013598153,0.7232557006567516,0.12994301897781962,0.35026436409367684,0.13199989435784876,0.33451913323818216,0.3345128890185235,0.35492845785630495,0.5863657589316001,0.3412487567225727,0.34382943014168,0.5537658950260528
0.7919650033813601,0.8899241559713726,0.35287784404581063,1.0,0.3656014706220548,0.3489272121975871,0.36176407832056795,0.13232013676020157,0.1335618860835445,0.3625614042163633,0.3423835535909324,0.7356552707663009,0.3169162586174105,0.6537830094967412,0.6014828606648095,0.1316320773993832,0.3249855748925851,0.5378491805384484,0.5213435962451651,0.33948265327501614
0.3568450435211309,0.363598325525351,0.1323022672327452,0.3656014706220548,1.0,0.7621149570243886,0.8198136161730671,0.35547931297890606,0.04918118681508061,0.13280643488646102,0.7188104234927957,0.3400600257638157,0.5460815599406574,0.34365921115496634,0.3114130141083727,0.048379006007574096,0.12340093853871298,0.30074453471933066,0.3025032578860657,0.12701882401762166
0.32406887907538745,0.3381660877664219,0.1249136913105285,0.3489272121975871,0.7621149570243886,1.0,0.6506085623270662,0.34505912229975033,0.047558746037750725,0.12814192123396703,0.640105728975324,0.30700622180332854,0.4163780856927942,0.33031570103288105,0.2726272895555516,0.04638388576567977,0.11566556275863477,0.25448358980782826,0.2583082544834265,0.1237131943585532
0.3620586551456543,0.36434889469288845,0.13370120023087112,0.36176407832056795,0.8198136161730671,0.6506085623270662,1.0,0.360384619551149,0.049674406903280684,0.13258354284471796,0.7740495977222019,0.34939707447493723,0.6076095272858343,0.35298385129451615,0.32671935182629985,0.049135359865193025,0.124977400113283,0.3163967305715037,0.324579160488491,0.12615819616614035
0.1309433337490486,0.13207156553157084,0.048477403276604755,0.13232013676020157,0.35547931297890606,0.34505912229975033,0.360384619551149,1.0,0.018090373012561563,0.04816336625423169,0.3646681598897246,0.12687576954175228,0.2972649829393233,0.13455881120742588,0.12053036869951755,0.017821474904795513,0.045383956255208045,0.11756354272632398,0.12232780270414474,0.046345204929922175
0.13485849434743222,0.13466340584122796,0.3639797013598153,0.1335618860835445,0.04918118681508061,0.047558746037750725,0.049674406903280684,0.018090373012561563,1.0,0.35533404953782244,0.04878491884279158,0.1332407617269133,0.0485604304404453,0.1305217253562844,0.1299100631900821,0.829346163310422,0.3276391283744471,0.12846632260202265,0.12908512122715202,0.3238168795734492
0.3543671559196059,0.3608090581205563,0.7232557006567516,0.3625614042163633,0.13280643488646102,0.12814192123396703,0.13258354284471796,0.04816336625423169,0.35533404953782244,1.0,0.12630409175486465,0.3620498614204626,0.1269056219311296,0.3170322334726001,0.3439649625642445,0.35563602350789586,0.7074182192585705,0.32022025683271754,0.30081890353043533,0.7587874344471651
0.34257734790915445,0.3446672318856517,0.12994301897781962,0.3423835535909324,0.7188104234927957,0.640105728975324,0.7740495977222019,0.3646681598897246,0.04878491884279158,0.12630409175486465,1.0,0.31540476150751895,0.5076835737736075,0.3673784573520139,0.28841864026790026,0.04763771319799379,0.11512340352104826,0.28514033326971616,0.31292763376321686,0.11781424775219868
0.7462343462349131,0.7585550273028535,0.35026436409367684,0.7356552707663009,0.3400600257638157,0.30700622180332854,0.34939707447493723,0.12687576954175228,0.1332407617269133,0.3620498614204626,0.31540476150751895,1.0,0.3410055894921776,0.5466939155334022,0.8163680961938011,0.13481416229862536,0.35694044423837784,0.6566986141295433,0.5619529774689501,0.3483866966762246
0.3452756055936368,0.33255987912647056,0.13199989435784876,0.3169162586174105,0.5460815599406574,0.4163780856927942,0.6076095272858343,0.2972649829393233,0.0485604304404453,0.1269056219311296,0.5076835737736075,0.3410055894921776,1.0,0.2936860138189986,0.34509797890546623,0.04882619944592579,0.12711630886867611,0.3659048121467584,0.3530891197313563,0.11983154754466642
0.6528307825219585,0.664032390537997,0.33451913323818216,0.6537830094967412,0.34365921115496634,0.33031570103288105,0.35298385129451615,0.13455881120742588,0.1305217253562844,0.3170322334726001,0.3673784573520139,0.5466939155334022,0.2936860138189986,1.0,0.4666238280277463,0.1259785280544315,0.2694644167388124,0.4547930158854796,0.5429586481662184,0.28052573746573123
0.6412420817679763,0.6294149167521891,0.3345128890185235,0.6014828606648095,0.3114130141083727,0.2726272895555516,0.32671935182629985,0.12053036869951755,0.1299100631900821,0.3439649625642445,0.28841864026790026,0.8163680961938011,0.34509797890546623,0.4666238280277463,1.0,0.13356556281722698,0.36138582978472233,0.7064325854411604,0.5545982942791577,0.33561960243620975
0.13309260812073606,0.1328055267765114,0.35492845785630495,0.1316320773993832,0.048379006007574096,0.04638388576567977,0.049135359865193025,0.017821474904795513,0.829346163310422,0.35563602350789586,0.04763771319799379,0.13481416229862536,0.04882619944592579,0.1259785280544315,0.13356556281722698,1.0,0.3473000622114978,0.13039437494939862,0.12797205488718283,0.3341730326858729
0.3244502167667522,0.32669205819046176,0.5863657589316001,0.3249855748925851,0.12340093853871298,0.11566556275863477,0.124977400113283,0.045383956255208045,0.3276391283744471,0.7074182192585705,0.11512340352104826,0.35694044423837784,0.12711630886867611,0.2694644167388124,0.36138582978472233,0.3473000622114978,1.0,0.329746034197935,0.2865763888381517,0.7357786043545015
0.6481251879427908,0.5931842691988833,0.3412487567225727,0.5378491805384484,0.30074453471933066,0.25448358980782826,0.3163967305715037,0.11756354272632398,0.12846632260202265,0.32022025683271754,0.28514033326971616,0.6566986141295433,0.3659048121467584,0.4547930158854796,0.7064325854411604,0.13039437494939862,0.329746034197935,1.0,0.6875179112665796,0.2933969433395718
0.6518887210132878,0.5835770945220361,0.34382943014168,0.5213435962451651,0.3025032578860657,0.2583082544834265,0.324579160488491,0.12232780270414474,0.12908512122715202,0.30081890353043533,0.31292763376321686,0.5619529774689501,0.3530891197313563,0.5429586481662184,0.5545982942791577,0.12797205488718283,0.2865763888381517,0.6875179112665796,1.0,0.2596347888161488
0.3198665855538486,0.3314261436867452,0.5537658950260528,0.33948265327501614,0.12701882401762166,0.1237131943585532,0.12615819616614035,0.046345204929922175,0.3238168795734492,0.7587874344471651,0.11781424775219868,0.3483866966762246,0.11983154754466642,0.28052573746573123,0.33561960243620975,0.3341730326858729,0.7357786043545015,0.2933969433395718,0.2596347888161488,1.0
